,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
2301,4273214245,2015-12-30T00:00:00,1124.0,,,CA,201604.0,,MERZ,PA,SL,650 NEW HAMPSHIRE AVE S,00462,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6472951.5,1844996.6
2302,4273214256,2015-12-30T00:00:00,1126.0,,,CA,201607.0,,,PA,RD,714 NEW HAMPSHIRE AVE S,00462,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6472955.9,1844157.1
2303,4273214260,2015-12-30T00:00:00,1128.0,,,CA,201604.0,,HOND,PA,SL,756 NEW HAMPSHIRE AVE S,00462,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6472955.7,1843842.1
2304,4273214271,2015-12-30T00:00:00,1129.0,,,CA,201601.0,,,PA,RD,752 NEW HAMPSHIRE AVE S,00462,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6472955.7,1843872.1
2305,4273214282,2015-12-30T00:00:00,1226.0,,,CA,201609.0,,HOND,PA,PR,650 ARDMORE AV S,00462,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470199.5,1844985.8
2306,4273214293,2015-12-30T00:00:00,1231.0,,,CA,201601.0,,,PA,GY,651 KINGSLEY DR S,00462,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469784.6,1852594.2
2307,4273214304,2015-12-30T00:00:00,1234.0,,,CA,201610.0,,HOND,PA,BK,757 KINGSLEY DR S,00462,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469868.9,1843829.2
2308,4273214315,2015-12-30T00:00:00,1303.0,46,,CA,201608.0,,,PU,WT,120 CATALINA ST N,00462,54.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2309,4273214326,2015-12-30T00:00:00,1305.0,46,,CA,201603.0,,BMW,PA,GY,126 CATALINA ST N,00462,54.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2310,4273214330,2015-12-30T00:00:00,1307.0,46,,CA,201606.0,,,PA,WT,136 CATALINA ST N,00462,54.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2311,4273214341,2015-12-30T00:00:00,1310.0,46,,CA,201606.0,,BMW,PA,GY,150 CATALINA ST N,00462,54.0,80.58L,PREFERENTIAL PARKING,68.0,6472200.3,1849304.1
2312,4273214352,2015-12-30T00:00:00,1613.0,WW2602,,DE,201605.0,,,PA,WT,201 BERENDO ST N,00462,54.0,88.13B+,METER EXP.,63.0,6472581.7,1848301.1
2313,4273218552,2015-12-30T00:00:00,1515.0,,,CA,,,,PA,GY,4528 W LOS FELIZ BLVD,00480,54.0,80.70,NO STOPPING/ANTI-GRI,163.0,6474338.4,1863153.5
2314,4273218563,2015-12-30T00:00:00,1516.0,,,CA,201508.0,,HOND,PA,GN,4528 W LOS FELIZ BLVD,00480,54.0,80.70,NO STOPPING/ANTI-GRI,163.0,6474338.4,1863153.5
2315,4273218574,2015-12-30T00:00:00,1517.0,,,CA,201508.0,,HOND,PA,GN,4528 W LOS FELIZ BLVD,00480,54.0,5204A-,DISPLAY OF TABS,25.0,6474338.4,1863153.5
2316,4273218585,2015-12-30T00:00:00,1518.0,,,CA,201606.0,,TOYT,PA,BL,4518 W LOS FELIZ BLVD,00480,54.0,80.70,NO STOPPING/ANTI-GRI,163.0,6474454.0,1863179.0
2317,4273218596,2015-12-30T00:00:00,1520.0,,,TX,,,,PA,GY,4518 W LOS FELIZ BLVD,00480,54.0,80.70,NO STOPPING/ANTI-GRI,163.0,6474454.0,1863179.0
2318,4273218611,2015-12-30T00:00:00,1542.0,,,CA,201612.0,,HOND,PA,GY,3930 LOS FELIZ BLVD,00480,54.0,80.70,NO STOPPING/ANTI-GRI,163.0,6477644.5,1863827.2
2319,4273218622,2015-12-30T00:00:00,1611.0,,,CA,201609.0,,TOYT,PA,SL,4900 SUNSET BLVD W,00480,54.0,80.70,NO STOPPING/ANTI-GRI,163.0,6472017.3,1858228.9
2320,4273227652,2015-12-30T00:00:00,807.0,,,CA,201701.0,,,PA,SL,2121 4TH ST E,00635,56.0,80.69AA+,NO STOP/STAND,93.0,6496468.5,1837792.8
2321,4273227663,2015-12-30T00:00:00,814.0,,,CA,201606.0,,TOYT,PA,WT,110 VELASCO ST,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6503140.0,1835561.2
2322,4273227674,2015-12-30T00:00:00,819.0,,,CA,201609.0,,,PA,GN,300S VELASCO ST,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2323,4273227685,2015-12-30T00:00:00,822.0,,,CA,201508.0,,,PA,WT,3413 3RD ST E,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2324,4273227696,2015-12-30T00:00:00,824.0,,,CA,201605.0,,MAZD,PA,GY,101 LORENA ST S,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2325,4273227700,2015-12-30T00:00:00,827.0,,,CA,201608.0,,VOLK,PA,BK,201 LORENA ST S,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2326,4273227711,2015-12-30T00:00:00,834.0,,,CA,201609.0,,,PA,BK,3416 2ND ST E,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6502349.9,1835284.4
2327,4273227722,2015-12-30T00:00:00,947.0,,,CA,201604.0,,,PA,BL,2601 SHORT ST E,00635,56.0,80.69B,NO PARKING,73.0,6494428.6,1832081.7
2328,4273227733,2015-12-30T00:00:00,1009.0,,,CA,,,BMW,PA,BK,322 CUMMINGS ST N,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2329,4273227744,2015-12-30T00:00:00,1017.0,,,CA,201611.0,,,PA,GY,306 CUMMINGS ST N,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2330,4273227755,2015-12-30T00:00:00,1020.0,,,CA,201602.0,,FORD,PA,WT,2000E NEW JERSEY ST,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2331,4273227766,2015-12-30T00:00:00,1026.0,,,CA,201607.0,,,PA,BK,2120E MICHIGAN AVE,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2332,4273227770,2015-12-30T00:00:00,1028.0,,,FL,201512.0,,,PA,BK,2209E MICHIGAN AVE,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497665.4,1839228.5
2333,4273227781,2015-12-30T00:00:00,1032.0,,,CA,201607.0,,,PA,WT,132 CHICAGO ST N,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2334,4273227792,2015-12-30T00:00:00,1041.0,,,CA,201608.0,,CHEV,PA,TN,2518E MICHIGAN AVE,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2335,4273227803,2015-12-30T00:00:00,1046.0,,,CA,201601.0,,KIA,PA,WT,2628E MICHIGAN AVE,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2336,4273227814,2015-12-30T00:00:00,1050.0,,,CA,201601.0,,,PA,WT,205 FICKETT ST N,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6498550.0,1837378.7
2337,4273227825,2015-12-30T00:00:00,1213.0,,,CA,201602.0,,,PA,RD,1808E PENNSYLVANIA AVE,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495639.6,1839905.7
2338,4273227836,2015-12-30T00:00:00,1214.0,,,CA,201607.0,,NISS,PA,GY,1808E PENNSYLVANIA AVE,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495639.6,1839905.7
2339,4273227840,2015-12-30T00:00:00,1216.0,,,CA,201606.0,,,PA,BK,1808E PENNSYLVANIA AVE,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495639.6,1839905.7
2340,4273227851,2015-12-30T00:00:00,1217.0,,,CA,201606.0,,FORD,PA,GO,1808E PENNSYLVANIA AVE,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495639.6,1839905.7
2341,4273227862,2015-12-30T00:00:00,1218.0,,,CA,201608.0,,TOYT,PA,WT,1808E PENNSYLVANIA AVE,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495639.6,1839905.7
2342,4273227873,2015-12-30T00:00:00,1222.0,,,CA,201606.0,,TOYT,PA,BK,1909E PENNSYLVANIA AVE,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2343,4273227884,2015-12-30T00:00:00,1227.0,,,CA,201610.0,,FORD,PA,GY,1923E NEW JERSEY ST,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6496477.9,1840274.7
2344,4273227895,2015-12-30T00:00:00,1229.0,,,CA,201609.0,,,PA,RD,1911E NEW JERSEY ST,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2345,4273227906,2015-12-30T00:00:00,1231.0,,,CA,201510.0,,,PA,WT,309 STATE ST N,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495507.2,1838760.4
2346,4273227910,2015-12-30T00:00:00,1233.0,,,CA,201602.0,,FORD,PA,SL,309 STATE ST N,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495507.2,1838760.4
2347,4273227921,2015-12-30T00:00:00,1235.0,,,CA,201603.0,,CHEV,PA,SL,215 STATE ST N,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495611.6,1839041.8
2348,4273227932,2015-12-30T00:00:00,1239.0,,,CA,201601.0,,TOYT,PA,WT,110 BAILEY ST N,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495448.2,1839624.3
2349,4273227943,2015-12-30T00:00:00,1243.0,,,CA,201609.0,,,PA,SL,415 BOYLE AVE N,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2350,4273227954,2015-12-30T00:00:00,1245.0,,,CA,201603.0,,ACUR,PA,RD,330 BOYLE AVE N,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2351,4273228886,2015-12-30T00:00:00,742.0,,,CA,201608.0,,HOND,PA,BK,10600 OLYMPIC BLVD W,00142,51.0,80.70,NO STOPPING/ANTI-GRI,163.0,99999.0,99999.0
2352,4273228890,2015-12-30T00:00:00,1015.0,PR127,,AZ,201606.0,,INFI,PA,GN,8900 PICO BL W,00142,51.0,88.13B+,METER EXP.,63.0,6444686.5,1842711.0
2353,4273228901,2015-12-30T00:00:00,1122.0,63,,CA,201610.0,,,PA,RD,1362 RIMPAU BLVD S,00142,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2354,4273228912,2015-12-30T00:00:00,1131.0,63,,CA,,,,PA,BN,1362 RIMPAU BLVD S,00142,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2355,4273228923,2015-12-30T00:00:00,1133.0,63,,CA,201608.0,,CHEV,PA,GY,1352 RIMPAU BLVD S,00142,51.0,80.58L,PREFERENTIAL PARKING,68.0,6459721.2,1840680.2
2356,4273228934,2015-12-30T00:00:00,1135.0,63,,CA,201510.0,,NISS,PA,GO,1359 RIMPAU BLVD S,00142,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2357,4273228945,2015-12-30T00:00:00,1138.0,63,,CA,201608.0,,CHEV,PA,WT,1348 RIMPAU BLVD S,00142,51.0,80.58L,PREFERENTIAL PARKING,68.0,6459732.4,1840713.9
2358,4273228960,2015-12-30T00:00:00,1141.0,63,,CA,201602.0,,AUDI,PA,WT,1330 RIMPAU BLVD S,00142,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2359,4273228971,2015-12-30T00:00:00,1145.0,63,,CA,201602.0,,,PA,SL,4601 DOCKWEILER ST,00142,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2360,4273228982,2015-12-30T00:00:00,1149.0,63,,CA,201607.0,,LINC,PA,BK,4601 DOCKWEILER ST,00142,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2361,4273228993,2015-12-30T00:00:00,1154.0,63,,CA,201606.0,,TOYT,PA,WT,4601 DOCKWEILER ST,00142,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2362,4273229004,2015-12-30T00:00:00,1209.0,,,CA,201604.0,,HOND,PA,MR,1610 VINEYARD AVE,00142,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2363,4273229015,2015-12-30T00:00:00,1212.0,,,CA,201601.0,,,PA,SL,1710 VINEYARD AVE,00142,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6459168.4,1838407.6
2364,4273229026,2015-12-30T00:00:00,1219.0,,,CA,201609.0,,HOND,PA,SL,1814 RIMPAU BLVD S,00142,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2365,4273229030,2015-12-30T00:00:00,1221.0,,,CA,201605.0,,FIAT,PA,RD,1776 RIMPAU BLVD S,00142,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2366,4273229041,2015-12-30T00:00:00,1230.0,,,CA,201606.0,,,PA,BL,4839 ST CHARLES PL,00142,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2367,4273229052,2015-12-30T00:00:00,1232.0,,,CA,201610.0,,,PA,SL,4703 ST CHARLES PL,00142,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2368,4273231830,2015-12-30T00:00:00,835.0,,,CA,201601.0,,CHEV,PA,BK,11703 SAN VICENTE BLVD,00154,51.0,80.56E4+,RED ZONE,93.0,6416064.5,1841198.5
2369,4273231841,2015-12-30T00:00:00,841.0,,,CA,201609.0,,FORD,TK,WT,725 BARRINGTON AVE,00154,51.0,80.56E4+,RED ZONE,93.0,6420053.7,1843077.4
2370,4273231852,2015-12-30T00:00:00,847.0,,,CA,,,,PU,WT,131 BARRINGTON PL,00154,51.0,80.56E4+,RED ZONE,93.0,6419499.8,1846964.0
2371,4273231863,2015-12-30T00:00:00,850.0,BW54,,CA,201610.0,,LEXS,PA,SL,101 BARRINGTON PL,00154,51.0,88.13B+,METER EXP.,63.0,6419209.7,1846900.5
2372,4273231874,2015-12-30T00:00:00,911.0,,816.0,CA,201611.0,,,PA,BK,13050 SAN VICENTE BLVD,00154,51.0,80.69C,PARKED OVER TIME LIM,58.0,6413078.4,1840406.2
2373,4273231885,2015-12-30T00:00:00,941.0,BR86A,,CA,201612.0,,,PA,BL,12000 SAN VICENTE BL,00154,51.0,88.13B+,METER EXP.,63.0,99999.0,99999.0
2374,4273231896,2015-12-30T00:00:00,944.0,BR94,,CA,201609.0,,,PA,GY,11900 SAN VICENTE BL,00154,51.0,88.13B+,METER EXP.,63.0,6418423.9,1841658.9
2375,4273231900,2015-12-30T00:00:00,955.0,,,CA,201511.0,,RROV,PA,GN,11600 SAN VICENTE BL,00154,51.0,80.56E1,WHITE ZONE,58.0,99999.0,99999.0
2376,4273231911,2015-12-30T00:00:00,1005.0,,800.0,CA,201608.0,,,PA,BK,700 WESTGATE AVE,00154,51.0,80.69C,PARKED OVER TIME LIM,58.0,6419164.9,1842380.0
2377,4273231922,2015-12-30T00:00:00,1021.0,18,,CA,201608.0,,,PA,BK,1108 BUNDY DR,00154,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2378,4273231933,2015-12-30T00:00:00,1028.0,,803.0,CA,201609.0,,MERZ,PA,BK,11922 SALTAIR TER,00154,51.0,80.69C,PARKED OVER TIME LIM,58.0,6418571.8,1842304.3
2379,4273231944,2015-12-30T00:00:00,1031.0,,803.0,CA,201608.0,,,PA,BL,11935 SALTAIR TER,00154,51.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
2380,4273231955,2015-12-30T00:00:00,1034.0,,804.0,CA,201607.0,,TOYT,PA,GY,452 SALTAIR AVE,00154,51.0,80.69C,PARKED OVER TIME LIM,58.0,6417780.5,1848198.1
2381,4273231966,2015-12-30T00:00:00,1036.0,,804.0,CA,201603.0,,,VN,GY,344 SALTAIR AVE,00154,51.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
2382,4273231970,2015-12-30T00:00:00,1038.0,,804.0,CA,201608.0,,,PA,SL,344 SALTAIR AVE,00154,51.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
2383,4273231981,2015-12-30T00:00:00,1039.0,,804.0,CA,201607.0,,,PA,SL,344 SALTAIR AVE,00154,51.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
2384,4273231992,2015-12-30T00:00:00,1042.0,,804.0,CA,201607.0,,,PA,BL,309 SALTAIR AVE,00154,51.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
2385,4273232003,2015-12-30T00:00:00,1046.0,,804.0,CA,201605.0,,INFI,PA,GY,300 SALTAIR AVE,00154,51.0,80.69C,PARKED OVER TIME LIM,58.0,6418051.2,1847030.0
2386,4273235794,2015-12-30T00:00:00,1617.0,,,CA,201608.0,,NISS,PA,SL,5224 MARATHON ST,00402,54.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
2387,4273235805,2015-12-30T00:00:00,1621.0,,,CA,201609.0,,,PA,BL,5200 MARATHON STREET,00402,54.0,80.56E4+,RED ZONE,93.0,6467388.9,1853426.4
2388,4273235816,2015-12-30T00:00:00,1628.0,,,CA,201610.0,,JEEP,PA,SL,5101 MARATHON ST,00402,54.0,80.56E4+,RED ZONE,93.0,6468057.8,1853424.0
2389,4273235820,2015-12-30T00:00:00,1632.0,,,CA,201604.0,,,PA,MR,5100 MARATHON STREET,00402,54.0,5200,DISPLAY OF PLATES,25.0,99999.0,99999.0
2390,4273235831,2015-12-30T00:00:00,1634.0,,,CA,201605.0,,,PA,GO,737N NORTH WESTERN AVENUE,00402,54.0,22507.8A,DISABLED PARKING/NO,363.0,99999.0,99999.0
2391,4273235842,2015-12-30T00:00:00,1652.0,,,CA,201512.0,,,TK,WT,6505 MELROSE AVE W,00402,54.0,80.61,STANDNG IN ALLEY,68.0,99999.0,99999.0
2392,4273235853,2015-12-30T00:00:00,1659.0,LM179,,CA,201611.0,,,PA,SL,7000 WILLOUGHBY AV,00402,54.0,88.13B+,METER EXP.,63.0,6458235.2,1854249.1
2393,4273235864,2015-12-30T00:00:00,1723.0,,,CA,,,TOYT,PA,BK,4801 ROSEWOOD AVENUE,00402,54.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
2394,4273235875,2015-12-30T00:00:00,1744.0,,,CA,201610.0,,MAZD,PA,GY,939 SOUTH KINGSLEY DRIVE,00402,54.0,80.56E3,GREEN ZONE,58.0,99999.0,99999.0
2395,4273235886,2015-12-30T00:00:00,1753.0,,,CA,201604.0,,,PA,MR,3269 WEST OLYMPIC BOULEVARD,00402,54.0,80.61,STANDNG IN ALLEY,68.0,6468299.0,1841681.7
2396,4273235890,2015-12-30T00:00:00,1808.0,46,,CA,201606.0,,,PA,SL,219 NORTH HARVARD BOULEVARD,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6469515.7,1849994.1
2397,4273235901,2015-12-30T00:00:00,1810.0,46,,CA,201511.0,,HNO,TK,WT,222 NORTH HARVARD BOULEVARD,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6469515.7,1850008.3
2398,4273235912,2015-12-30T00:00:00,1815.0,46,,CA,201609.0,,,PA,GY,222 NORTH MARIPOSA AVENUE,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6470996.3,1849997.8
2399,4273235923,2015-12-30T00:00:00,1820.0,46,,CA,201603.0,,STRN,PA,SL,211 NORTH EDGEMONT STREET,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6471573.7,1849954.5
2400,4273235934,2015-12-30T00:00:00,1821.0,46,,CA,201606.0,,,PA,GY,215 NORTH EDGEMONT STREET,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6471573.6,1849969.5
2401,4273235945,2015-12-30T00:00:00,1822.0,46,,CA,201607.0,,,PA,SL,216 NORTH EDGEMONT STREET,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6471573.6,1849970.6
2402,4273235956,2015-12-30T00:00:00,1827.0,46,,CA,,,KIA,PA,SL,200 EDGEMONT ST N,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6471573.7,1849917.2
2403,4273235960,2015-12-30T00:00:00,1835.0,,,CA,,,FORD,PA,GY,300 SOUTH BERENDO STREET,00402,54.0,80.56E4+,RED ZONE,93.0,6472581.6,1847638.2
2404,4273235971,2015-12-30T00:00:00,1838.0,,,CA,201602.0,,,PA,BK,3542 WEST 3RD STREET,00402,54.0,22507.8C,DISABLED PARKING/CRO,363.0,6472915.8,1847638.9
2405,4273235982,2015-12-30T00:00:00,1850.0,,,CA,201602.0,,,PA,SL,743 SOUTH BERENDO STREET,00402,54.0,22500H,DOUBLE PARKING,68.0,6472575.5,1843945.3
2406,4273235993,2015-12-30T00:00:00,1853.0,,,CA,201607.0,,DODG,PA,BL,757 SOUTH BERENDO STREET,00402,54.0,80.56E1,WHITE ZONE,58.0,6472575.4,1843840.3
2407,4273236004,2015-12-30T00:00:00,1858.0,,,CA,201608.0,,HOND,PA,SL,3143 WEST 8TH STREET,00402,54.0,80.56E4+,RED ZONE,93.0,6472047.6,1843523.1
2408,4273245686,2015-12-30T00:00:00,925.0,,,CA,6.0,,,TK,BN,200 BEAUDRY AVE S,00675,56.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
2409,4273245690,2015-12-30T00:00:00,941.0,,,CA,6.0,,,TK,BN,200 NORTH MAIN STREET,00675,56.0,80.56E4+,RED ZONE,93.0,6488211.7,1841816.2
2410,4273245701,2015-12-30T00:00:00,1027.0,,,CA,1.0,,,TK,BN,300 2ND ST E,00675,56.0,80.56E4+,RED ZONE,93.0,6486945.4,1841541.4
2411,4273245712,2015-12-30T00:00:00,1052.0,,,CA,6.0,,,TK,WT,4000 EAGLE ROCK BOULEVARD,00675,56.0,22500H,DOUBLE PARKING,68.0,6492381.8,1866169.6
2412,4273245723,2015-12-30T00:00:00,1104.0,,,CA,201611.0,,,PA,SL,2050 FAIR PARK AVE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497509.5,1871768.4
2413,4273245734,2015-12-30T00:00:00,1106.0,,,CA,201608.0,,,PA,SL,2040 FAIR PARK AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2414,4273245745,2015-12-30T00:00:00,1108.0,,,CA,201608.0,,,PA,GN,4922 MAYWOOD AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497822.5,1871581.1
2415,4273245756,2015-12-30T00:00:00,1108.0,,,CA,201604.0,,TOYT,PA,WT,4918 MAYWOOD AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2416,4273245760,2015-12-30T00:00:00,1109.0,,,CA,201601.0,,,PA,BN,4922 MAYWOOD AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497822.5,1871581.1
2417,4273245771,2015-12-30T00:00:00,1111.0,,,CA,201607.0,,MAZD,PA,RD,4962 MAYWOOD AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2418,4273245782,2015-12-30T00:00:00,1113.0,,,CA,201509.0,,CHEV,PA,RD,2000 CHICKASAW AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497588.3,1872358.6
2419,4273245793,2015-12-30T00:00:00,1114.0,,,CA,201509.0,,CHEV,PA,RD,2000 CHICKASAW AVENUE,00675,56.0,5204A-,DISPLAY OF TABS,25.0,6497588.3,1872358.6
2420,4273245804,2015-12-30T00:00:00,1118.0,,,CA,201606.0,,,PA,WT,5000 CASPAR AV,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497080.3,1872234.9
2421,4273245815,2015-12-30T00:00:00,1119.0,,,CA,201601.0,,KIA,PA,BK,5000 CASPAR AV,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497080.3,1872234.9
2422,4273245826,2015-12-30T00:00:00,1122.0,,,CA,201610.0,,,PA,GY,5072 MAYWOOD AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2423,4273245830,2015-12-30T00:00:00,1125.0,,,CA,201503.0,,,PA,SL,5075 SHEARIN AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497945.4,1872991.6
2424,4273245841,2015-12-30T00:00:00,1126.0,,,CA,201606.0,,HOND,PA,WT,5075 SHEARIN AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497945.4,1872991.6
2425,4273245852,2015-12-30T00:00:00,1127.0,,,CA,201503.0,,TOYT,PA,SL,5075 SHEARIN AVENUE,00675,56.0,5204A-,DISPLAY OF TABS,25.0,6497945.4,1872991.6
2426,4273245863,2015-12-30T00:00:00,1128.0,,,CA,201606.0,,,PA,GY,5079 SHEARIN AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497944.5,1873017.1
2427,4273245874,2015-12-30T00:00:00,1130.0,,,CA,201608.0,,TOYT,PU,GN,5088 GLEN IRIS AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2428,4273245885,2015-12-30T00:00:00,1132.0,,,CA,201607.0,,TOYT,PA,SL,5080 GLEN IRIS AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2429,4273245896,2015-12-30T00:00:00,1134.0,,,CA,201607.0,,TOYT,PA,SL,5052 HERMOSA AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2430,4273245900,2015-12-30T00:00:00,1135.0,,,CA,201609.0,,,PA,GY,5084 HERMOSA AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6498917.2,1873099.8
2431,4273245911,2015-12-30T00:00:00,1136.0,,,CA,201609.0,,,PA,GY,5084 HERMOSA AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6498917.2,1873099.8
2432,4273245922,2015-12-30T00:00:00,1139.0,,,CA,201611.0,,,PA,GY,1818 FAIR PARK AVENUE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2433,4273245933,2015-12-30T00:00:00,1144.0,,,CA,201602.0,,,PU,GN,1843 YOSEMITE DRIVE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2434,4273245944,2015-12-30T00:00:00,1146.0,,,CA,201607.0,,TOYT,PU,WT,2017 YOSEMITE DRIVE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2435,4273245955,2015-12-30T00:00:00,1148.0,,,CA,201512.0,,,PA,GY,2063 YOSEMITE DRIVE,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2436,4273245966,2015-12-30T00:00:00,1419.0,,,CA,201508.0,,,PA,GN,5700 ARROYO DRIVE,00675,56.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0
2437,4273245970,2015-12-30T00:00:00,1514.0,,1256.0,CA,201603.0,,,PA,GY,1118 LOGAN STREET,00675,56.0,80.69C,PARKED OVER TIME LIM,58.0,6483105.4,1849971.8
